 INFO | 2019-01-24 15:30:36,102 | Common.java | 81 | null:  Startup activites...
 INFO | 2019-01-24 15:30:36,105 | Common.java | 81 | null:  Test Output Directory creation successful :C:\Files\SWAUT\TestResults\2019_01_24_03_30_36_PM
 INFO | 2019-01-24 15:30:36,105 | Common.java | 81 | null:  Log File creation successful : LogFile.log
 INFO | 2019-01-24 15:30:36,298 | Common.java | 81 | null:  Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/test/resources/TestCaseSettings.xls
 INFO | 2019-01-24 15:30:36,377 | Common.java | 81 | null:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2019-01-24 15:30:36,532 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2019-01-24 15:30:36,533 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2019-01-24 15:30:36,534 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2019-01-24 15:30:36,535 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2019-01-24 15:30:36,535 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of Server_url from Test Configuration file : http://192.168.80.247/testlink/lib/api/xmlrpc/v1/xmlrpc.php
 INFO | 2019-01-24 15:30:36,539 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of Dev_key from Test Configuration file : f8f80ad8ea180f0783bc74555cf948f0
 INFO | 2019-01-24 15:30:36,539 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of Project_Name from Test Configuration file : Sample
 INFO | 2019-01-24 15:30:36,540 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of Plan_Name from Test Configuration file : Testplan
 INFO | 2019-01-24 15:30:36,540 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of Build_Name from Test Configuration file : Build
 INFO | 2019-01-24 15:30:36,541 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of TestSuiteNum from Test Configuration file : 4
 INFO | 2019-01-24 15:30:36,541 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Element time out set
 INFO | 2019-01-24 15:30:36,543 | Common.java | 81 | __CLR4_3_1ne4tjkti:  ##### Start of Test Case : sign in successfully #####
 INFO | 2019-01-24 15:30:36,544 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Test Case Name: TC_009
 INFO | 2019-01-24 15:30:36,548 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2019-01-24 15:30:36,596 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Test Data Set Name: TC_009
 INFO | 2019-01-24 15:30:36,596 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Execution Flag: Execute
 INFO | 2019-01-24 15:30:36,596 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Test Data Set Name: TC_009_01
 INFO | 2019-01-24 15:30:36,596 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Execution Flag: YES
 INFO | 2019-01-24 15:30:36,596 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Test Data Set Name: 
 INFO | 2019-01-24 15:30:36,597 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Execution Flag: 
 INFO | 2019-01-24 15:30:36,600 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of Browser from Test Configuration file : Chrome
 INFO | 2019-01-24 15:30:51,609 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of url from Test Configuration file : https://www.phptravels.net/
 INFO | 2019-01-24 15:31:08,469 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Getting value of Browser from Test Configuration file : Chrome
 INFO | 2019-01-24 15:31:19,690 | Common.java | 81 | __CLR4_3_1ne4tjkti:  Clicked on WebElement-myaccount
